title,release_date,pageid,qid,rating,popularity,revenue,total_pageview
Chernobyl Diaries,2012-05-24,34882877,Q147308,5.243,23.1,38390020,15116
Jeepers Creepers 2,2003-08-08,1384107,Q1540379,6.114,44.939,63102666,128752
Cannibal Holocaust,1980-02-07,513149,Q832093,6.309,25.715,0,248451
House of Flying Daggers,2004-05-19,1036025,Q369388,7.269,19.329,92863945,24551
Hocus Pocus 2,2022-09-30,63085933,Q109284173,7.338,65.44,0,201647
Friday the 13th Part 2,1981-05-01,2274938,Q1243009,6.146,27.801,21722776,126552
Hubie Halloween,2020-10-07,61253857,Q65924931,5.958,20.264,0,137680
Jackass Presents: Bad Grandpa,2013-10-22,39996989,Q14407638,6.1,14.376,151831537,29590
Cocaine Bear,2023-02-22,67054916,Q105840301,6.213,97.888,87649532,294614
Mank,2020-11-13,61261511,Q73093591,6.733,10.68,122252,136159
The Babysitter: Killer Queen,2020-09-10,62099964,Q73536690,6.375,18.479,0,83854
Infernal Affairs,2002-12-12,394536,Q714057,7.819,15.304,8708932,99006
A Beautiful Day in the Neighborhood,2019-09-07,56450073,Q56703347,7.0,18.327,67925733,122554
House of 1000 Corpses,2003-04-11,307789,Q691788,6.186,15.285,17949758,191879
Goodnight Mommy,2014-10-07,47543704,Q18642934,6.7,12.676,2193474,80331
Paul Blart: Mall Cop 2,2015-04-16,42013786,Q17042694,5.137,27.563,107597242,68479
A Single Man,2009-10-19,24207129,Q300559,7.289,17.004,24964890,87786
The Karate Kid Part III,1989-06-16,2353104,Q1586077,5.885,24.271,38956288,116743
Jackass: The Movie,2002-10-25,1161730,Q509256,6.297,14.67,64282312,31139
Brick Mansions,2014-04-22,39395057,Q13435412,5.9,22.581,71416730,8617
Seed of Chucky,2004-11-12,30865082,Q925421,5.411,35.998,24829644,76958
The Social Dilemma,2020-01-26,65267036,Q99191029,7.49,19.367,0,82757
Tenacious D in The Pick of Destiny,2006-11-22,2420966,Q667799,6.731,21.024,13405595,58737
The Gold Rush,1925-07-12,73882,Q214723,8.025,14.354,4000000,10415
"Legally Blonde 2: Red, White & Blonde",2003-07-02,447672,Q644969,5.64,22.639,124914842,69919
The Animatrix,2003-05-09,180606,Q335340,7.184,25.345,0,113701
mid90s,2018-10-19,54562482,Q33105131,7.5,13.222,6897446,100337
Arthur 3: The War of the Two Worlds,2010-08-22,31355057,Q712194,5.779,19.626,0,2128
Nacho Libre,2006-06-16,2439396,Q909767,6.368,29.268,99255460,203558
Land of the Dead,2005-06-18,915499,Q1500141,6.188,25.518,47074133,62988
Driving Miss Daisy,1989-12-13,129444,Q211373,7.233,13.51,145793296,126012
Blood Father,2016-08-11,42979527,Q17150575,6.2,17.082,6903033,13108
Hotel Artemis,2018-06-07,53909771,Q30321613,6.0,14.171,12371132,63788
Deliverance,1972-08-18,101899,Q814778,7.314,17.338,46122355,440141
Trouble with the Curve,2012-09-21,34414967,Q112747,6.955,34.14,49000000,146720
Frances Ha,2013-05-17,37888701,Q5478692,7.408,15.749,4069826,83986
Epic Movie,2007-01-25,7892732,Q841118,3.894,23.235,86865564,104396
Outlaw King,2018-09-06,54671606,Q38463058,6.827,14.981,0,91525
Girls Trip,2017-07-21,50535428,Q25631071,6.838,15.72,140376621,110667
Dead Man,1995-12-23,113651,Q547189,7.292,17.858,103800000,63553
Halloween Ends,2022-10-12,62957064,Q85997053,6.212,45.067,104361355,298598
Curse of Chucky,2013-10-08,36233304,Q12161666,5.847,27.101,3800000,59138
Following,1999-04-02,23011287,Q685817,7.151,12.093,48482,103400
Cry-Baby,1990-04-06,1452377,Q179746,6.6,20.392,8266343,159160
Unfriended: Dark Web,2018-07-19,56528893,Q48314393,6.3,24.874,16024987,33312
Unsane,2018-02-21,54594108,Q39071240,6.2,14.282,14293601,34414
On the Waterfront,1954-06-22,42361,Q211372,7.943,21.215,9600000,173549
Jay and Silent Bob Strike Back,2001-08-22,101523,Q832190,6.423,15.781,33788161,75560
Bowling for Columbine,2002-10-09,145663,Q165394,7.518,12.58,35564473,92881
Minari,2021-02-12,61276724,Q65679599,7.361,16.285,12886100,215389
Mercury Rising,1998-04-03,689980,Q267321,6.25,19.957,93107289,15712
Cop Land,1997-08-15,1045986,Q558102,6.791,17.632,44862187,104600
The Do-Over,2016-05-27,47182601,Q20649701,5.697,11.916,0,54406
Child's Play 3,1991-08-30,534778,Q1089283,5.865,38.091,20560255,69784
Looney Tunes: Back in Action,2003-11-14,851285,Q834165,6.379,26.905,68514844,72034
Terrifier 2,2022-10-06,61809773,Q101002778,6.832,84.833,15065239,902639
Sorry to Bother You,2018-07-06,54405349,Q32067450,6.833,13.634,18200000,152725
Wall Street: Money Never Sleeps,2010-09-20,22637915,Q326526,6.088,15.621,134748021,115872
All About Eve,1950-10-06,41881,Q200299,8.1,20.409,8400000,177527
Blood Red Sky,2021-07-23,66557046,Q105560342,6.91,27.292,0,52740
Flatliners,1990-08-10,673469,Q514348,6.483,18.005,61489265,101725
The Half of It,2020-05-01,60562903,Q65060213,7.106,12.633,0,43101
Those Who Wish Me Dead,2021-05-05,60620058,Q63923744,6.704,29.947,23384502,240410
In the Line of Fire,1993-07-08,676054,Q427386,6.975,16.749,176997168,88365
Animal House,1978-07-27,75261,Q960125,7.008,27.298,141000000,347031
A Prophet,2009-08-26,22740792,Q1061541,7.585,17.782,17873691,10393
The Crimson Rivers,2000-09-27,5443770,Q854635,6.932,11.454,0,434
National Lampoon's Vacation,1983-07-29,511622,Q1219310,7.11,38.954,61399552,311476
Under Siege,1992-10-08,67417,Q385798,6.2,20.317,156563139,120879
The Transporter Refueled,2015-09-02,43453096,Q18170549,5.507,29.475,72629670,11897
Taxi 3,2003-01-29,1124348,Q277648,5.724,18.105,65497208,1643
Descendants 3,2019-08-02,56610454,Q48967619,7.757,40.209,0,197764
Hotel Mumbai,2019-03-14,51315175,Q27703167,7.555,33.035,16872691,72739
Police Academy 2: Their First Assignment,1985-03-28,1107070,Q589896,6.1,26.05,55600000,13200
V/H/S,2012-07-28,34569548,Q1359366,6.104,15.346,100345,236652
Ninja Assassin,2009-09-29,17527920,Q671631,6.564,39.661,61601280,108093
Good Luck Chuck,2007-09-21,5606124,Q467251,5.907,17.865,59192128,82197
A Christmas Prince,2017-11-17,55853567,Q43401863,6.62,9.617,0,29596
The Frighteners,1996-07-18,768808,Q1332274,6.88,23.55,29359216,94243
Never Been Kissed,1999-04-09,2080169,Q463765,6.161,17.971,84565230,90564
The Adventures of Sharkboy and Lavagirl,2005-06-10,1996350,Q656357,5.147,28.484,71992655,141635
My Cousin Vinny,1992-03-13,324616,Q838154,7.481,26.296,64088552,456997
A Good Year,2006-09-09,3894411,Q912877,6.69,18.446,42064105,58235
Brotherhood of the Wolf,2001-01-31,1031292,Q1123891,6.712,22.254,70752904,90418
The November Man,2014-08-27,39243802,Q14117444,6.108,22.491,32556119,23329
Broken City,2013-01-18,33927471,Q1757570,5.917,19.879,34737199,33021
The Straight Story,1999-10-15,31351,Q1139454,7.722,12.694,6203044,118149
The Jacket,2005-03-04,1572988,Q465607,6.894,19.517,21733230,29459
Spiderhead,2022-06-17,65424953,Q104094034,5.819,26.153,0,85137
To Catch a Thief,1955-08-03,239009,Q331017,7.303,16.206,8750000,106177
Goosebumps 2: Haunted Halloween,2018-10-11,57553411,Q51867653,6.111,23.627,93320380,36997
Intolerable Cruelty,2003-09-02,1597877,Q750117,5.921,18.298,119940815,55896
Murder Mystery 2,2023-03-28,67393245,Q110833859,6.518,69.188,0,88109
Conan the Destroyer,1984-06-29,1024501,Q740516,6.076,25.522,31042035,97898
I Still Know What You Did Last Summer,1998-11-13,657797,Q832363,5.315,28.176,40002112,116167
The Piano,1993-05-19,133688,Q117315,7.367,13.07,40185556,154411
Angel Heart,1987-03-06,673682,Q493807,7.12,15.026,17186348,105032
The Fog,1980-02-08,1443093,Q500403,6.696,24.346,21448830,152546
Dead Man Down,2013-03-08,38061422,Q2741435,6.154,23.025,18074539,1617
Judas and the Black Messiah,2021-02-12,62113200,Q73536766,7.359,17.74,6416063,160072
Grave Encounters,2011-09-09,32435797,Q1189580,6.262,13.708,0,48665
Before the Devil Knows You're Dead,2007-09-26,9317122,Q1321503,7.099,20.301,25005257,131908
The Frozen Ground,2013-07-11,33459100,Q2613129,6.268,15.056,5496951,94816
My Super Ex-Girlfriend,2006-07-20,4933146,Q1216648,5.089,17.749,61108981,26408
Scrooged,1988-11-22,885824,Q535395,6.797,17.774,60328558,155169
DC League of Super-Pets,2022-07-27,60349737,Q106953528,7.3,53.697,203000000,96184
Blue Ruin,2014-04-25,39477050,Q13380375,6.803,12.392,993313,84635
Harold & Kumar Escape from Guantanamo Bay,2008-04-25,3412648,Q1165259,6.264,14.959,43493123,49235
Paranormal Activity: The Marked Ones,2014-01-01,40191899,Q15120318,5.394,21.342,90894962,75034
Street Kings,2008-04-10,2583417,Q785712,6.6,18.401,66476363,55784
Star Trek IV: The Voyage Home,1986-11-26,88609,Q471842,7.2,25.43,133000000,106742
Practical Magic,1998-10-16,89445,Q148429,6.732,22.256,46733235,260187
The Hills Have Eyes 2,2007-03-22,4913527,Q1353813,5.529,31.768,37697773,69854
Here Comes the Boom,2012-10-11,35316287,Q1170347,6.185,16.322,73100000,64730
Smurfs: The Lost Village,2017-03-23,45084143,Q15985075,6.323,37.021,197183546,47410
Love Hard,2021-11-05,65419340,Q104858962,6.996,10.496,0,85930
The Incredible Burt Wonderstone,2013-03-14,31972870,Q1444108,5.6,16.534,27437881,50258
Days of Thunder,1990-06-27,651322,Q603696,6.346,22.28,157920733,160575
48 Hrs.,1982-12-07,2436406,Q844887,6.681,18.281,78868508,121383
Blue Lagoon: The Awakening,2012-06-16,34644182,Q4142279,6.446,31.196,0,50109
Deep Red,1975-03-07,4185266,Q1516994,7.768,15.459,2864091,34305
OSS 117: Lost in Rio,2009-04-15,24879053,Q961492,7.12,16.6,0,0
What Men Want,2019-02-08,57740854,Q55257871,6.196,20.88,69766483,87550
Field of Dreams,1989-04-21,129524,Q517958,7.1,21.172,84431625,376484
Safety Not Guaranteed,2012-06-08,3970458,Q2110480,6.785,15.538,4424699,50118
Flashdance,1983-04-14,168602,Q611043,6.496,21.263,201500000,163321
Re-Animator,1985-10-18,1129009,Q1537343,7.027,13.456,2023414,89044
The Big Blue,1988-05-10,64657,Q517239,7.5,17.654,0,16268
Motherless Brooklyn,2019-10-31,56506187,Q21581258,6.702,16.041,18377736,41838
Escape Plan 2: Hades,2018-06-05,53909910,Q30637119,5.153,29.866,17500000,43886
Absolutely Anything,2015-06-26,34505135,Q16156329,5.866,17.805,6303792,67884
Meet Dave,2008-07-08,7845053,Q838381,5.274,25.515,50650079,25923
Arthur Christmas,2011-11-10,29471340,Q711918,6.761,17.931,0,54940
A Most Violent Year,2014-12-31,39700667,Q15915435,6.595,21.952,12007070,74005
The Messenger: The Story of Joan of Arc,1999-10-27,1130769,Q1140257,6.371,35.15,66976317,42857
The Mexican,2001-03-01,74293,Q469839,5.9,14.717,147845033,54139
Fahrenheit 9/11,2004-06-25,600094,Q221852,7.079,13.982,222446882,97700
The Man Who Knew Infinity,2015-12-15,43330547,Q20992425,7.175,18.27,11472454,109993
Fatal Attraction,1987-09-18,129295,Q504157,6.844,29.901,320145693,264688
The Ridiculous 6,2015-12-11,45640705,Q19866927,5.197,21.969,0,109894
The Old Man & the Gun,2018-09-27,53675671,Q29144645,6.424,6.837,11277120,46829
Cube 2: Hypercube,2002-04-15,922861,Q1132912,5.504,19.321,3563603,38787
John Tucker Must Die,2006-07-27,5095233,Q771023,6.141,18.64,68844775,129998
Malcolm & Marie,2021-01-29,64498643,Q97275472,7.1,15.738,0,66466
Escape from L.A.,1996-08-09,699609,Q741026,5.851,17.542,42277365,123301
Touch of Evil,1958-03-30,63504,Q778161,7.8,19.983,2247500,84451
The Open House,2018-01-19,56041583,Q45710333,3.703,7.853,0,13685
Never Say Never Again,1983-10-07,490101,Q180279,6.063,22.607,160000000,159971
Boy Erased,2018-09-24,54362185,Q39659543,7.02,11.437,7928149,87353
Mission to Mars,2000-03-10,1403888,Q128582,5.969,18.594,60874615,78989
Star Trek: Nemesis,2002-12-13,156774,Q388319,6.3,18.779,67312826,96530
Mortal Kombat Legends: Scorpion's Revenge,2020-04-12,63010121,Q84366495,8.149,147.018,0,12609
"Synecdoche, New York",2008-10-24,7167797,Q860479,7.589,18.315,4383538,154423
Stonehearst Asylum,2014-10-23,40124605,Q14522896,6.847,24.354,2478806,63079
Look Who's Talking Too,1990-12-14,997955,Q1072661,5.487,13.428,47789074,18098
47 Meters Down: Uncaged,2019-08-15,59338394,Q59631075,5.714,19.705,47582563,90317
Land of Mine,2015-12-03,47526405,Q19702971,7.815,11.351,0,3295
Eurovision Song Contest: The Story of Fire Saga,2020-06-26,57713341,Q67456281,6.417,16.399,0,111296
Paranormal Activity: The Ghost Dimension,2015-10-21,43862205,Q18558912,5.288,20.862,78903124,65073
A Haunted House 2,2014-04-17,39302823,Q14906074,6.106,34.152,25343661,25139
Gretel & Hansel,2020-01-30,61211146,Q63994491,5.99,16.122,22304357,105277
The Room,2003-06-27,5443971,Q533383,4.023,13.412,1752988,283760
Rust and Bone,2012-05-17,34748638,Q73803,7.178,10.662,25762027,11006
The Devil's Rejects,2005-07-22,2063141,Q1534510,6.737,18.982,20901859,137198
Leaving Las Vegas,1995-10-27,54160,Q280918,7.259,22.61,49800000,234954
High Noon,1952-06-09,74011,Q245208,7.7,17.538,8000000,131009
BPM (Beats per Minute),2017-08-23,53765302,Q29378617,7.723,13.289,7632420,264
American Graffiti,1973-08-01,68124,Q375855,7.047,23.5,140000000,356006
Deuce Bigalow: Male Gigolo,1999-12-10,1735236,Q655205,5.937,32.999,65535067,95840
This Is Spinal Tap,1984-05-04,99545,Q7810384,7.443,21.207,4736202,262187
Sympathy for Mr. Vengeance,2002-03-29,2376744,Q483849,7.486,17.446,1954937,34854
Tell No One,2006-11-01,12135919,Q59567,7.26,13.526,0,5071
Yojimbo,1961-04-25,312498,Q20475,8.121,19.091,0,140754
"I, Daniel Blake",2016-10-21,50172041,Q23823458,7.747,10.364,15793051,2110
Jackass 3D,2010-10-15,25477324,Q1066098,6.609,14.615,117224271,6213
Cool Hand Luke,1967-11-01,161897,Q684150,7.7,23.354,16217773,169232
Babysitting 2,2015-12-02,49212129,Q18610820,6.3,11.558,24563629,0
Alpha Dog,2006-01-27,1683515,Q661061,6.638,15.026,32400000,219062
Lady in the Water,2006-07-20,1644192,Q621529,5.549,13.526,72785169,147444
A League of Their Own,1992-07-01,543433,Q1306472,7.166,21.702,132440069,315325
Europa Report,2013-06-27,34707165,Q3060692,6.258,19.659,0,49398
Fifty Shades of Black,2016-01-28,47182233,Q20899736,4.862,23.387,21164799,19654
Secret in Their Eyes,2015-10-14,45340529,Q19363812,6.386,13.885,34854990,80121
Indecent Proposal,1993-04-07,864183,Q603448,6.319,34.595,266614059,188233
Chasing Amy,1997-04-04,60293,Q40115,6.772,16.674,12021272,146557
Just Married,2003-01-08,477385,Q313884,5.761,17.534,101564935,49648
102 Dalmatians,2000-10-07,1682418,Q165847,5.456,17.782,183611771,54891
Ali G Indahouse,2002-03-21,224487,Q1758119,6.058,16.46,25900000,7221
Blow Out,1981-07-24,1317987,Q885488,7.341,14.786,12000000,111276
The Five-Year Engagement,2012-04-27,34025292,Q1265691,5.8,15.173,54169363,31711
"You, Me and Dupree",2006-07-13,3032361,Q289841,5.58,11.094,130628903,27636
Blood Simple,1984-09-07,276070,Q237222,7.256,16.161,4229114,160987
The Searchers,1956-05-16,76335,Q276769,7.723,23.616,0,183105
Always Be My Maybe,2019-05-31,57556400,Q55603751,6.644,22.219,0,73628
A Nightmare on Elm Street 4: The Dream Master,1988-08-19,3038038,Q1364051,5.839,23.012,49400000,80058
LOL (Laughing Out Loud),2009-02-04,26890887,Q1400547,6.537,10.499,31451622,0
Space Cowboys,2000-08-04,1722156,Q502189,6.373,14.651,128884132,81225
Wrong Turn 2: Dead End,2007-08-25,5734461,Q1166161,6.063,50.162,0,27395
Syriana,2005-11-23,2392280,Q687040,6.407,18.823,93974620,81985
He's All That,2021-08-27,67018113,Q106880756,6.593,21.574,0,89387
Be Kind Rewind,2008-01-20,5191706,Q320236,6.293,15.396,30600000,117240
The Legend of Hercules,2014-01-10,40061623,Q14421326,4.775,16.121,61279452,45642
A Perfect Murder,1998-06-05,189088,Q282069,6.501,22.24,128038368,42794
The Perfection,2018-09-20,59486874,Q60197053,6.475,9.204,0,95716
Kate & Leopold,2001-12-25,594240,Q1334550,6.328,14.095,76019048,77114
It Boy,2013-03-06,47234390,Q9139477,6.337,21.493,0,13106
Brawl in Cell Block 99,2017-09-23,51357701,Q27701435,6.964,13.075,0,197151
The Art of Getting By,2011-06-17,27091137,Q1415011,6.559,13.878,1406224,768
The Best Exotic Marigold Hotel,2012-02-23,32894499,Q830295,6.9,13.207,136836156,73904
Halloween III: Season of the Witch,1982-10-22,243064,Q203705,5.159,27.194,14400000,150355
Star Trek III: The Search for Spock,1984-06-01,206879,Q221305,6.6,17.157,87000000,82216
Friday the 13th Part III,1982-08-13,2317340,Q1243013,5.863,37.015,36690067,102037
Your Highness,2011-04-08,24083267,Q1415029,5.323,14.522,28013733,30933
The Strangers: Prey at Night,2018-03-07,55522358,Q42049541,5.623,15.553,31039126,222898
The Book of Henry,2017-06-16,46323517,Q21098696,7.523,40.892,4596705,54403
Wish Upon,2017-07-07,53113286,Q28753418,5.595,14.034,14301505,43576
An Education,2009-10-29,17578735,Q482436,6.928,13.428,26096852,70042
Come and See,1985-07-09,4492505,Q1130395,8.301,27.875,168817,413162
First Reformed,2018-05-18,54729955,Q28956599,7.006,15.09,2525738,89404
The Peanut Butter Falcon,2019-08-09,54642200,Q39047194,7.404,13.756,0,306273
The Possession of Hannah Grace,2018-11-29,52232054,Q27964398,5.569,19.326,43016528,6255
Fright Night,1985-08-02,1123132,Q371456,7.032,25.453,24922237,190231
Under the Silver Lake,2018-06-21,52173681,Q27703232,6.361,16.729,2053469,190074
My Week with Marilyn,2011-11-23,29034540,Q581859,6.683,16.819,35057696,42176
Midnight Cowboy,1969-05-25,42147,Q61696,7.51,16.687,44785053,264939
The Fisher King,1991-09-20,171051,Q466297,7.273,15.773,41895491,154251
365 Days: This Day,2022-04-27,67477220,Q111526671,5.84,91.883,0,90404
Larry Crowne,2011-06-30,27439922,Q382864,5.951,16.498,75055070,29948
This Is Where I Leave You,2014-09-10,39378371,Q15039873,6.579,14.203,41296320,330878
The Human Centipede 2 (Full Sequence),2011-10-06,27429073,Q1780390,4.795,31.311,0,128407
Fried Green Tomatoes,1991-12-27,7223973,Q118375,7.689,28.572,119418501,531481
Broken Flowers,2005-08-05,1904012,Q192301,6.899,15.711,46720491,23940
Jason X,2001-11-09,2269465,Q1427521,4.834,23.083,16951798,90421
The Color of Money,1986-10-17,168561,Q470916,6.84,19.519,52293982,145217
I Don't Feel at Home in This World Anymore,2017-01-19,52594568,Q28051209,6.547,12.862,0,32407
Sliding Doors,1998-04-23,1653423,Q470624,6.566,17.133,58809149,70430
My Name Is Khan,2010-02-10,20927392,Q330663,8.054,25.821,42345360,46964
The Spy Next Door,2010-01-15,20161466,Q847435,5.841,16.356,66166000,22072
White Men Can't Jump,1992-03-27,1665752,Q686168,6.605,19.149,90753806,151011
Nutty Professor II: The Klumps,2000-07-27,1917459,Q599432,4.975,18.464,123307945,53366
Universal Soldier: The Return,1999-08-05,4501185,Q225958,5.919,19.206,10667893,5438
The Siege,1998-11-06,2174599,Q779658,6.289,21.948,116672912,69763
Short Term 12,2013-08-23,39913592,Q14623727,7.766,11.463,1645164,28744
Baby's Day Out,1994-07-01,1493245,Q637884,6.276,39.992,16671505,66039
Darkman,1990-08-24,1839695,Q1166264,6.402,13.608,48878502,120592
Titane,2021-07-14,66488453,Q105393862,6.418,64.823,5115725,144063
Clerks II,2006-07-21,1283050,Q784514,6.909,15.836,26888376,57789
They Call Me Trinity,1970-12-22,181658,Q598709,7.563,23.625,0,38190
Save the Last Dance,2001-01-12,1569634,Q71960,6.542,20.261,131706809,115045
Grudge Match,2013-12-25,38350937,Q3118162,6.07,17.764,44907260,16879
Free Solo,2018-09-28,58501687,Q58814632,7.908,9.771,21790193,94268
Funny People,2009-07-30,19078976,Q1137899,5.862,14.7,71585235,84314
The Lizzie McGuire Movie,2003-05-02,203413,Q743190,6.3,14.292,55534455,174404
Citizenfour,2014-10-10,44070061,Q18218448,7.758,9.308,3003169,20836
The Wicker Man,1973-12-06,42313,Q1140649,7.367,25.576,0,222534
Serial (Bad) Weddings 2,2019-01-30,63269978,Q30728086,5.898,8.486,87761857,0
Fruitvale Station,2013-07-26,38341384,Q3788751,7.366,17.148,17549645,133939
Can You Ever Forgive Me?,2018-10-19,50687364,Q28860129,6.824,13.727,8586944,62153
Friend Request,2016-01-07,48728526,Q17014747,5.546,12.773,10975390,1159
Summer of 84,2018-08-10,54630744,Q33256127,6.9,15.908,0,59587
You Again,2010-09-23,26779875,Q524212,6.304,13.588,32054369,72308
The Santa Clause 2,2002-10-31,454718,Q1469426,5.899,14.97,172842355,110487
Turner & Hooch,1989-07-28,1724301,Q1537568,6.349,11.46,71079915,60033
Talk to Her,2002-03-15,1946017,Q478780,7.584,14.83,64803131,11755
Freddy's Dead: The Final Nightmare,1991-09-05,2933385,Q748614,5.297,28.724,34900000,73405
Fist Fight,2017-02-16,48047043,Q21527653,6.08,16.7,41087017,58983
Vampires Suck,2010-08-18,27608778,Q764472,4.275,17.967,80547866,47516
A Monster in Paris,2011-10-12,33427265,Q165630,6.83,19.862,26611650,9878
